ソート番号,クーポン名,クーポン名カナ,業種,クーポンの割引金額,クーポン名表示用,ブロックNO,郵便番号,店舗住所,電話番号,店舗説明,店舗URL,インスタグラムのアカウント,店舗画像,経度,緯度
424,和食麺処サガミ　焼津西小川店,ワショクメンドコロサガミ　ヤイヅニシコガワテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川４丁目２−１,054-626-1080,営業時間：11：00〜22：00（ラストオーダー21：30） 利用条件：クーポンの条件と同じ,https://www.sagami.co.jp/,,,138.3087144,34.8537405
425,TSUTAYAグランリバー大井川店,ツタヤグランリバーオオイガワテン,小売業,500,"1,000円以上会計で500円引き",1,421-0218,静岡県焼津市下江留1433−1,054-664-0880,,https://store-tsutaya.tsite.jp/store/detail?storeId=4129,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/425.jpg,138.2737214,34.8105464
426,リストランテ　ダルピーノ,リストランテ　ダルピーノ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町2丁目4-4,054-631-7873,,https://dalpino-jp.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/426.jpg,138.3202712,34.8712547
427,ミルフィオーリ,ミルフィオーリ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-38-18,054-626-5253,,http://ristorante-millefiori.com/,https://www.instagram.com/r_millefiori/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/427.jpg,138.2988233,34.8797286
428,Ｘｉｂｉ,シビ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川4-15-5 2F,054-397-8176,ランチ営業が始まりました ,https://maps.app.goo.gl/MU9i3dzknJ5FX4H27?g_st=com.google.maps.preview.copy,https://www.instagram.com/xibi1022/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/428.jpg,138.3062688,34.8535501
429,かまだ青果店,カマダセイカテン,小売業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町5丁目1-12,054-628-3562,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/429.jpg,138.319881,34.862954
430,ジョイプラザ焼津店,ジョイプラザヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0072,静岡県焼津市大住683-7,054-639-5830,営業時間　10:00〜19:00 ,https://www.joyplaza.net,,,138.290153,34.847787
431,ジョイプラザ焼津インター店,ジョイプラザヤイヅインターテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,焼津市八楠1-11-9,054-621-5055,営業時間　10:00〜19:00 定休日　水曜日,https://www.joyplaza.net,,,138.305978,34.883627
432,北海道のおさかな屋さん,ホッカイドウノオサカナヤサン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4丁目13-7　焼津さかなセンター内,,,,https://www.instagram.com/yaizu_hokkaido_shop/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/432.jpg,138.3031452,34.8800706
433,健美堂接骨院,ケンビドウセッコツイン,その他,500,"1,000円以上会計で500円引き",1,425-0036,静岡県焼津市西小川1-11-3　Ｆレイヤー１F,054-621-3039,,http://www.kenbiseitai.com/index.html,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/433.jpg,138.3095524,34.8609905
436,やまや山もと商店,ヤマヤヤマモトショウテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4ｰ13ｰ7焼津さかなセンター内,054-628-8822,,,,,138.303567,34.880302
437,てっか丼山もと,テッカドンヤマモト,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4ｰ13ｰ7,054-628-8822,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/437.jpg,138.303567,34.880302
438,cafe Baumkronen,カフェ バウムクローネン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0065,静岡県焼津市惣右衛門732-2,054-659-4679,営業時間 平日11：00〜15：00(L.O14:30)/17:00〜22:00(L.O21:00)、土日祝8:00〜22:00(L.O21:00) クーポンは11:00以降のみ利用可,https://cafebaumkronen.wixsite.com/cafe-baumkronen,https://www.instagram.com/cafe.baumkronen/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/438.jpg,138.3140868,34.817725
439,Patisserie AO,パティスリーアオ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川2-11-17シャルマンⅡUB,054-629-7820,,https://www.patisserieao.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/439.jpg,138.3076373,34.8616003
440,美容鍼灸サロンSachi-幸-,ビヨウシンキュウサロンサチ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0028,静岡県焼津市駅北4丁目1-18 Alivio102,070-9078-0386,営業日：月・火・水・木・金・土・祝 定休日：日曜日 営業時間：10:00〜20:30 【クーポンは施術のみ利用可】 ※商品の購入には利用不可,https://www.salonsachi.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/440.jpg,138.3176844,34.8742059
441,インド料理ガンガジ,インドリョウリガンガジ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0074,静岡県焼津市柳新屋８９１−１,054-908-8704,,https://www.indiancurrygangaji.net/72385/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/441.jpg,138.288747,34.8588011
442,スポーツ自転車　PEAK,ピーク,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0041,静岡県焼津市石津2丁目21-21,054-637-9525,営業時間 平日：12:30〜19:00 土日：11:00〜18:00 定休日：火曜日、祝日    ,http://peak2.info,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/442.jpg,138.313548,34.8411664
443,パティスリーノアン,パティスリーノアン,飲食業,1000,"2,000円以上会計で1,000円引き",1,421-0211,静岡県焼津市吉永1423-3,054-659-7737,,,https://www.instagram.com/paris_noan/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/443.jpg,138.3009855,34.7899284
444,リトルエンゼル　小川店,リトルエンゼル　コガワテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川4-2-3,054-627-3050,営業時間　10時〜19時 定休日　水曜日,http://www.yaizu-uogashi.jp,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/444.jpg,138.308519,34.853366
446,クリーニングあすなろ,クリーニングアスナロ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0028,静岡県焼津市駅北3-6-15,054-628-7618,AM7:30〜PM7:00 定休日   日曜日・祝日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/446.jpg,138.31566,34.876161
447,めぐちゃんち,メグチャンチ,飲食業,500,"1,000円以上会計で500円引き",1,425-0026,静岡県焼津市焼津４丁目11-2,080-3065-2705,,,https://www.instagram.com/meguchanchi_9.6/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/447.jpg,138.3135404,34.8619294
448,SB石津接骨院,エスビーイシズセッコツイン,その他,1000,"2,000円以上会計で1,000円引き",1,425-0047,静岡県焼津市東祢宜島7-31,054-639-5911,クーポンは自費施術のみご利用いただけます。,https://sb-ishizu.com,https://www.instagram.com/sb_sawada/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/448.jpg,138.3110045,34.8386041
449,西小川 松永鍼灸院,ニシコガワ マツナガシンキュウイン,その他,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川3-9-1,054-628-9090,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/449.jpg,138.307367,34.855902
450,株式会社カネセイ水産焼津さかなセンター店,カネセイスイサンヤイヅサカナセンターテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-7,054-627-8907,,http://www.kanesei-center.com,https://www.instagram.com/kaneseisakana/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/450.jpg,138.303584,34.88041
451,ペンギン村,ペンギンムラ,飲食業,500,"1,000円以上会計で500円引き",1,425-0052,静岡県焼津市田尻1366,054-624-3799,クーポンは飲食全てで使えます。,,https://www.instagram.com/penginmura.harada/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/451.jpg,138.334958,34.831976
452,のっけ家焼津さかなセンター店,ノッケヤヤイヅサカナセンターテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7,054-627-3355,,https://nokkeya.com/index.html,https://www.instagram.com/nokkeya/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/452.jpg,138.304464,34.880904
453,ダイニングカラオケバー　A bientot,ダイニングカラオケバー　ア・ビアント,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川1丁目3-10パーク西小川101,054-628-3050,,,,,138.3111444,34.8600161
454,やいま整骨院,ヤイマセイコツイン,その他,500,"1,000円以上会計で500円引き",1,425-0026,静岡県焼津市焼津1-6-9FKビル102,054-629-3005,"〜 営業時間（予約対象時間も含む） 平日（月・火・木・金）：8:30〜12:00 / 16:00〜20:00 水曜・土曜：8:30〜12:00（午後休診） 日曜・祝日：休診 予約施術時間（完全予約制）：13:30〜16:00（水曜は16:00〜20:00も受付）  〜 デジタルクーポン利用条件 自由診療・予約診療のみ対象 ご利用金額：1,000円以上  以下はクーポン対象外： 〜 保険診療のみ 〜 お灸のみ",https://yaima2010.com/,https://www.instagram.com/yaima.seikotu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/454.jpg,138.3154453,34.8666645
455,不二家ドンキホーテ大覚寺店,フジヤドンキホーテダイカクジテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0088,静岡県焼津市大覚寺2-27-1,054-621-0015,営業時間 10:00〜19:00年中無休,,https://www.instagram.com/fujiya_megadonki/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/455.jpg,138.298773,34.875819
456,asitubo cafe hana,アシツボカフェ　ハナ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-22-15,090-8958-0168,足ツボ、ボディケア、オイルマッサージ、フェイシャル 基本料金30分2000円より利用可,,https://www.instagram.com/mikikomatsushima/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/456.jpg,138.301112,34.8801208
457,Daisy Cocktails,デイジーカクテルズ,飲食業,500,"1,000円以上会計で500円引き",1,425-0027,静岡県焼津市栄町6-3-17,054-626-1030,ランチ営業は木曜日〜日曜日。,https://www.daisy-cocktails.com,https://www.instagram.com/daisy__cocktails/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/457.jpg,138.3173707,34.8694757
459,魚民　焼津南口駅前店,ウオタミ　ヤイヅミナミグチエキマエテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町2-2-21　アンビ･ア パークビル 1階,054-626-8788,【営業時間】 日曜日〜木曜日、祝日：17:00〜24:00 金曜日、土曜日：17:00〜26:00 ,https://www.monteroza.co.jp/shop.html?shop=802656,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/459.jpg,138.3191911,34.8715583
460,鮨　一八,スシ　イッパチ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0071,静岡県焼津市三ケ名1690-4,054-628-1745,クーポンは店舗ディナーのみ利用可,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/460.jpg,138.30855,34.864434
461,花ぞの,ハナゾノ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津5丁目1-1,054-628-1641,営業時間　火〜土　10:00〜17:30 　　　　　日曜日　10:00〜14:00(不定休) 　　　　　月曜日　休日,,https://www.instagram.com/saba-anago-hana/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/461.jpg,138.3192806,34.8634499
462,日の出SECOND,ヒノデセカンド,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川2-17-13マンション小池１階A,070-8562-5979,,,https://www.instagram.com/hinodesecond/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/462.jpg,138.312902,34.8590844
463,株式会社一イ大畑食品大住店,イチニンベンオオハタショクヒンオオズミテン,小売業,500,"1,000円以上会計で500円引き",1,425-0072,静岡県焼津市大住106-2,054-625-8803,営業時間　10:00〜17:00 定休日　日曜・祭日,https://www.ichininben.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/463.jpg,138.2895443,34.8511366
464,株式会社一イ大畑食品下小田店,イチニンベンオオハタショクヒンシモオダテン,小売業,500,"1,000円以上会計で500円引き",1,425-0059,静岡県焼津市下小田上町26-3,054-625-8803,営業時間　9:00〜17:30 定休日　日曜・祭日,https://www.ichininben.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/464.jpg,138.31195,34.8376179
465,三福,サンプク,小売業,500,"1,000円以上会計で500円引き",1,425-0072,静岡県焼津市大住130-4,080-3626-7935,,,https://www.instagram.com/sanpukuobentouya/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/465.jpg,138.2909493,34.8503135
466,石津マート,イシヅマート,小売業,500,"1,000円以上会計で500円引き",1,425-0042,静岡県焼津市石津港町31-3,054-624-7757,［営業時間］9:00〜19:00 ［定休日］日曜日、月曜日、祝日,,https://www.instagram.com/ishizumart/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/466.jpg,138.326436,34.842576
467,大坪水産　本社工場,オオツボスイサン　ホンシャコウジョウ,小売業,500,"1,000円以上会計で500円引き",1,421-0212,静岡県焼津市利右衛門391-1,054-664-2442,,http://www.otsubo-suisan.co.jp/,https://www.instagram.com/otsubo.suisan/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/467.jpg,138.2873496,34.7920784
468,セブンーイレブン焼津越後島店,セブンーイレブンヤイヅエチゴジマテン,小売業,500,"1,000円以上会計で500円引き",1,425-0092,静岡県焼津市越後島360-1,054-627-9558,,,,,138.2963837,34.8852407
469,セブンーイレブン焼津八楠４丁目店,セブンーイレブンヤイヅヤグスヨンチョウメテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠４丁目11-19,054-629-0875,,,,,138.3058639,34.8797596
470,セブンーイレブン焼津インター店,セブンーイレブンヤイヅインターテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠４丁目14-3,054-620-1790,,,,,138.3027951,34.8812543
472,lulu room,ルル　ルーム,その他,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川2丁目11-16,050-8884-9190,,https://beauty.hotpepper.jp/kr/slnH000737941/?cstt=9,https://www.instagram.com/lulu_room/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/472.jpg,138.3075732,34.8616292
473,マーブル洋菓子店,マーブルヨウガシテン,飲食業,500,"1,000円以上会計で500円引き",1,425-0072,静岡県焼津市大住101-2,054-627-2130,営業時間：10:30〜18:00 定休日：月曜日、火曜日,https://fujieda.mypl.net/shop/00000378478/access,https://www.instagram.com/marble.2024.9/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/473.jpg,138.288389,34.8510703
474,セブンイレブン焼津坂本店,セブンイレブンヤイヅサカモトテン,小売業,500,"1,000円以上会計で500円引き",1,425-0004,静岡県焼津市坂本３７４番地１号,054-629-6248,24時間営業 タバコ、郵便商品、POSAカード、公共料金等払込等　一部利用不可,,,,138.3103954,34.8905905
475,スタジオピクチャーズ,スタジオピクチャーズ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0086,静岡県焼津市小土1140-11,054-621-2558,営業時間9:30〜19:00 定休日　木曜日 DPプリント、証明写真には使用できません。,http://s-pictures6512.juno.bindsite.jp/,https://www.instagram.com/pikuchiyazu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/475.jpg,138.291486,34.862299
